listing_id,model,prompt_version,price_band,status,price,bed,bath,acre_lot,house_size,city,state,zip_code,prev_sold_date,summary_text,prompt_eval_count,eval_count,total_duration_ns
32092-sold-026,gpt-oss:20b,v0,mid,sold,435000.0,4,2,,2005.0,Saint Augustine,Florida,32092,2022-03-31,"Sold for $435,000, this 4‑bedroom, 2‑bath home in Saint Augustine, FL features 2,005 square feet of living space. The property sits on an unspecified lot size in the 32092 zip code. It was last sold on March 31, 2022.",237,333,5690983800
32092-sold-027,gpt-oss:20b,v0,mid,sold,438990.0,3,3,0.15,2053.0,Saint Augustine,Florida,32092,2021-12-30,"Sold for $438,990, this 3‑bed, 3‑bath home in Saint Augustine, FL (zip 32092) offers 2,053 sq ft of living space on a 0.15‑acre lot. It was last sold on December 30, 2021.",240,450,7534223600
32092-sold-028,gpt-oss:20b,v0,mid,sold,448990.0,3,4,,2418.0,Saint Augustine,Florida,32092,2021-11-29,"Sold for $448,990, this 3‑bed, 4‑bath home in Saint Augustine, FL offers 2,418 sq ft of living space. Located at 32092, the property sits on an unspecified lot size. The home was last sold on November 29, 2021.",237,369,6255312900
32092-sold-029,gpt-oss:20b,v0,mid,sold,455000.0,2,2,,2160.0,Saint Augustine,Florida,32092,2022-01-24,"Sold for $455,000, this 2‑bed, 2‑bath home in Saint Augustine, FL (zip 32092) offers 2,160 sq ft of living space. The property sits on an unspecified lot size. It was last sold on January 24, 2022.",237,323,5527853200
32092-sold-030,gpt-oss:20b,v0,mid,sold,455990.0,3,3,,2206.0,Saint Augustine,Florida,32092,2022-03-29,"This 3‑bed, 3‑bath home in Saint Augustine, FL (zip 32092) sold for $455,990. It offers 2,206 square feet of living space. The property sits on an unspecified lot size. The home was last sold on March 29, 2022.",237,428,7198734200
32092-sold-031,gpt-oss:20b,v0,mid,sold,459990.0,3,3,0.11,2206.0,Saint Augustine,Florida,32092,2022-03-29,"Sold for $459,990, this 3‑bed, 3‑bath home in Saint Augustine, FL (zip 32092) offers 2,206 sq ft of living space on a 0.11‑acre lot. The property was last sold on March 29, 2022.",240,467,7811497800
32092-sold-032,gpt-oss:20b,v0,mid,sold,465990.0,3,3,,2053.0,Saint Augustine,Florida,32092,2022-03-31,"Sold for $465,990, this 3‑bed, 3‑bath home in Saint Augustine, FL offers 2,053 sq ft of living space. Located at 32092, the property sits on an unspecified lot size. The home was last sold on March 31, 2022.",237,363,6180621100
32092-sold-033,gpt-oss:20b,v0,mid,sold,484990.0,2,3,,2418.0,Saint Augustine,Florida,32092,2022-03-31,"This 2,418‑sqft home in Saint Augustine, FL (zip 32092) sold for $484,990. It features 2 bedrooms and 3 bathrooms. The property is located in a desirable area of Saint Augustine. The listing was sold on March 31, 2022.",237,421,7004208100
32092-sold-034,gpt-oss:20b,v0,high,sold,491984.0,3,2,0.11,1753.0,Saint Augustine,Florida,32092,2022-04-25,"Sold for $491,984, this 3‑bedroom, 2‑bath home in Saint Augustine, FL (zip 32092) offers 1,753 sq ft of living space on a 0.11‑acre lot. The property was last sold on April 25, 2022.",240,509,8464271500
32092-sold-035,gpt-oss:20b,v0,high,sold,497999.0,4,3,0.13,2035.0,Saint Augustine,Florida,32092,2022-04-22,"Sold for $497,999, this 4‑bedroom, 3‑bath home in Saint Augustine, FL (zip 32092) offers 2,035 square feet of living space on a 0.13‑acre lot. The property was previously sold on April 22, 2022.",240,419,7053628800
32092-sold-036,gpt-oss:20b,v0,high,sold,513460.0,4,3,0.11,2340.0,Saint Augustine,Florida,32092,2021-10-29,"Sold for $513,460, this 4‑bed, 3‑bath home offers 2,340 sq ft of living space on a 0.11‑acre lot in Saint Augustine, FL 32092.",240,247,4302648600
32092-sold-037,gpt-oss:20b,v0,high,sold,529900.0,4,4,,2682.0,Saint Augustine,Florida,32092,2022-03-08,"Sold for $529,900, this 4‑bedroom, 4‑bath home in Saint Augustine, FL offers 2,682 square feet of living space. Located in ZIP code 32092, the property was last sold on March 8, 2022.",237,380,6392930300
32092-sold-038,gpt-oss:20b,v0,high,sold,539900.0,5,3,,2913.0,Saint Augustine,Florida,32092,2022-03-08,"Sold for $539,900, this 5‑bed, 3‑bath home in Saint Augustine, FL (zip 32092) offers 2,913 sq ft of living space. The property was last sold on March 8, 2022. Located in a desirable area of Saint Augustine, it provides ample room for families. No lot size information is available.",237,491,8196290800
32092-sold-039,gpt-oss:20b,v0,high,sold,549900.0,4,3,,2357.0,Saint Augustine,Florida,32092,2022-04-25,"This 4‑bed, 3‑bath home in Saint Augustine, FL (zip 32092) sold for $549,900. It offers 2,357 sq ft of living space. The property sits on an unspecified lot size. It was last sold on April 25, 2022.",237,469,7830537500
32092-sold-040,gpt-oss:20b,v0,high,sold,560900.0,4,3,,2358.0,Saint Augustine,Florida,32092,2022-02-18,"Sold for $560,900, this 4‑bed, 3‑bath home in Saint Augustine, FL (zip 32092) offers 2,358 sq ft of living space. The property was last sold on February 18, 2022. No lot size is listed.",237,308,5302971400
32092-sold-041,gpt-oss:20b,v0,high,sold,569000.0,3,2,,1896.0,Saint Augustine,Florida,32092,2022-03-31,"Sold for $569,000, this 3‑bedroom, 2‑bathroom home in Saint Augustine, FL (zip 32092) offers 1,896 square feet of living space. The property sits on an unspecified lot size. It was last sold on March 31, 2022.",237,363,6148814900
32092-sold-042,gpt-oss:20b,v0,high,sold,577990.0,4,3,,2987.0,Saint Augustine,Florida,32092,2021-10-29,"Sold for $577,990, this 4‑bedroom, 3‑bathroom home in Saint Augustine, FL offers 2,987 sq ft of living space. Located at 32092, the property sits on an unspecified lot size. The home was last sold on October 29, 2021.",237,367,6179689200
32092-sold-043,gpt-oss:20b,v0,high,sold,584900.0,4,3,0.21,2647.0,Saint Augustine,Florida,32092,2022-03-31,"Sold for $584,900, this 4‑bedroom, 3‑bath home in Saint Augustine, FL (zip 32092) offers 2,647 sq ft of living space on a 0.21‑acre lot. The property was last sold on March 31, 2022.",240,317,5447457600
32092-sold-044,gpt-oss:20b,v0,high,sold,608800.0,5,5,,3254.0,Saint Augustine,Florida,32092,2022-03-29,"This 5‑bedroom, 5‑bath home in Saint Augustine, FL (zip 32092) offers 3,254 sq ft of living space. It sold for $608,800. The property is located in a desirable area of Saint Augustine.",237,257,4498065400
32092-sold-045,gpt-oss:20b,v0,high,sold,646396.0,4,4,0.17,3061.0,Saint Augustine,Florida,32092,2022-03-29,"This 4‑bed, 4‑bath home in Saint Augustine, FL (zip 32092) offers 3,061 sq ft of living space on a 0.17‑acre lot. It sold for $646,396. The property is located in a desirable area of Saint Augustine.",240,470,7844194700
32092-sold-046,gpt-oss:20b,v0,high,sold,665000.0,5,4,,3279.0,Saint Augustine,Florida,32092,2022-04-14,"$665,000.00, 5 beds, 4 baths, 3,279 sq ft, located in Saint Augustine, FL 32092.  
The property was sold on April 14, 2022.",237,606,9996671400
32092-sold-047,gpt-oss:20b,v0,high,sold,675000.0,4,3,,2844.0,Saint Augustine,Florida,32092,2022-03-31,"$675,000.00, 4 beds, 3 baths, 2,844 sq ft, located in Saint Augustine, FL 32092.  
This home was sold on March 31, 2022.",237,448,7479622900
32092-sold-048,gpt-oss:20b,v0,high,sold,695000.0,4,4,0.36,2930.0,Saint Augustine,Florida,32092,2022-04-22,"Sold for $695,000, this 4‑bed, 4‑bath home in Saint Augustine, FL (zip 32092) offers 2,930 sq ft of living space on a 0.36‑acre lot. The property was last sold on April 22, 2022.",240,283,4932280300
32092-sold-049,gpt-oss:20b,v0,high,sold,725000.0,6,4,,3749.0,Saint Augustine,Florida,32092,2022-04-22,"Sold for $725,000, this 6‑bedroom, 4‑bath home in Saint Augustine, FL 32092 offers 3,749 square feet of living space. The property was last sold on April 22, 2022.",237,466,7758010200
32092-sold-050,gpt-oss:20b,v0,high,sold,885000.0,5,4,,3629.0,Saint Augustine,Florida,32092,2022-04-22,"Sold for $885,000, this 5‑bed, 4‑bath home in Saint Augustine, FL (zip 32092) offers 3,629 sq ft of living space. It was last sold on April 22, 2022.",237,841,13830908400
