listing_id,model,prompt_version,price_band,status,price,bed,bath,acre_lot,house_size,city,state,zip_code,prev_sold_date,summary_text,prompt_eval_count,eval_count,total_duration_ns
32092-sold-012,llama3:latest,v0,low,sold,386990.0,3,2,,1646.0,Saint Augustine,Florida,32092,2021-12-30,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1646 square feet of interior space. Priced at $386,990, this property offers a great value for buyers looking to settle in this desirable location.",179,59,1284036500
32092-sold-013,llama3:latest,v0,low,sold,390990.0,3,2,0.13,1646.0,Saint Augustine,Florida,32092,2021-11-05,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1646 square feet of interior space and sits on a 0.13 acre lot. Priced at $390,990, this property offers a great value for its size and location.",182,65,1432981100
32092-sold-014,llama3:latest,v0,low,sold,393000.0,3,3,,1790.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 1790 square feet of interior space. Priced at $393,000, this property offers great value for its size and location.",179,54,1179866800
32092-sold-015,llama3:latest,v0,low,sold,395000.0,2,2,,1679.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 2 bedroom, 2 bathroom home in Saint Augustine, Florida sold for $395,000. With an interior size of approximately 1,679 square feet, it offers ample space to relax and entertain. Located in the heart of this historic city, this property provides easy access to all that Saint Augustine has to offer.",179,75,1457680200
32092-sold-016,llama3:latest,v0,low,sold,396990.0,3,2,,1388.0,Saint Augustine,Florida,32092,2022-01-31,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 1388 square feet of interior space. Priced at $396,990, this property offers a great value for buyers looking for a cozy retreat. Located in the heart of Saint Augustine, this property is close to all the city's amenities.",179,77,1602853800
32092-sold-017,llama3:latest,v0,low,sold,398000.0,4,2,,1776.0,Saint Augustine,Florida,32092,2022-03-24,"This charming home in Saint Augustine, Florida features 4 bedrooms and 2 bathrooms within its 1776 square feet of interior space. Priced at $398,000, this property offers a great value for buyers looking to settle in the historic city.",179,60,1310950600
32092-sold-018,llama3:latest,v0,mid,sold,400000.0,3,2,0.13,1646.0,Saint Augustine,Florida,32092,2021-10-29,"This charming 3-bedroom, 2-bathroom home in Saint Augustine, Florida features approximately 1646 square feet of interior space. Situated on a 0.13-acre lot, this property offers a great balance of indoor and outdoor living. Priced at $400,000, it was sold on October 29, 2021.",182,79,1645981600
32092-sold-019,llama3:latest,v0,mid,sold,410976.0,3,2,0.11,1740.0,Saint Augustine,Florida,32092,2021-12-30,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 1740 square feet of interior space. Situated on a 0.11-acre lot, this property offers a cozy retreat in a desirable location. Sold for $410,976.",182,64,1409943500
32092-sold-020,llama3:latest,v0,mid,sold,414990.0,4,3,,1779.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and approximately 1779 square feet of interior space. Priced at $414,990, this property offers ample living area. Located in the heart of Saint Augustine, it's an ideal place to call home.",179,69,1482398600
32092-sold-021,llama3:latest,v0,mid,sold,419000.0,3,3,,1887.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 1887 square feet of interior space. Priced at $419,000, this property offers a great value for its size and location.",179,55,1274825300
32092-sold-022,llama3:latest,v0,mid,sold,420000.0,3,2,,2115.0,Saint Augustine,Florida,32092,2022-02-18,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 2115 square feet of interior space. Priced at $420,000, this property offers a great value for buyers looking to settle in this desirable location.",179,59,1264828500
32092-sold-023,llama3:latest,v0,mid,sold,422915.0,3,2,0.11,1674.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1,674 square feet of interior space. Situated on a 0.11 acre lot, this property offers a great balance of space and natural surroundings. Priced at $422,915, it's an excellent opportunity for buyers seeking a comfortable retreat in this historic city.",182,83,1778278300
32092-sold-024,llama3:latest,v0,mid,sold,425000.0,3,2,,1850.0,Saint Augustine,Florida,32092,2022-04-25,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 1850 square feet of interior space. Priced at $425,000, this property offers a great value for buyers looking to settle in the historic city.",179,60,1304251100
32092-sold-025,llama3:latest,v0,mid,sold,429990.0,3,2,,1934.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3-bedroom, 2-bathroom home in Saint Augustine, Florida features approximately 1934 square feet of interior space. Priced at $429,990, this property offers an ideal blend of comfort and value. Located in the heart of Saint Augustine, it's just minutes from all the city has to offer.",179,75,1564205800
32092-sold-026,llama3:latest,v0,mid,sold,435000.0,4,2,,2005.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms and 2 bathrooms within its 2005 square foot interior. Priced at $435,000, this property offers ample living space. Located in zip code 32092, it's an ideal place to call home.",179,66,1376973500
32092-sold-027,llama3:latest,v0,mid,sold,438990.0,3,3,0.15,2053.0,Saint Augustine,Florida,32092,2021-12-30,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 2053 square feet of interior space. Situated on a 0.15 acre lot, this property offers a great balance of indoor and outdoor living. Priced at $438,990, it's an excellent value for the area.",182,75,1541196800
32092-sold-028,llama3:latest,v0,mid,sold,448990.0,3,4,,2418.0,Saint Augustine,Florida,32092,2021-11-29,"This charming home in Saint Augustine, Florida features 3 bedrooms, 4 bathrooms, and 2,418 square feet of interior space. Priced at $448,990, it's an excellent value for this desirable location.",179,55,1192898500
32092-sold-029,llama3:latest,v0,mid,sold,455000.0,2,2,,2160.0,Saint Augustine,Florida,32092,2022-01-24,"This charming 2 bedroom, 2 bathroom home in Saint Augustine, Florida features 2160 square feet of interior space. Priced at $455,000, this property offers a great value for those looking to buy in this desirable location.",179,58,1230390800
32092-sold-030,llama3:latest,v0,mid,sold,455990.0,3,3,,2206.0,Saint Augustine,Florida,32092,2022-03-29,"This charming home in Saint Augustine, Florida features 3 bedrooms, 3 bathrooms, and 2206 square feet of interior space. Priced at $455,990, this property offers a comfortable living area with plenty of natural light. Located in the heart of Saint Augustine, it's just a short drive from local attractions and amenities.",179,77,1667229200
32092-sold-031,llama3:latest,v0,mid,sold,459990.0,3,3,0.11,2206.0,Saint Augustine,Florida,32092,2022-03-29,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 2206 square feet of interior space. Situated on a 0.11 acre lot, this property offers a great balance of space and natural surroundings. Priced at $459,990, it's an excellent value for those looking to make this beautiful city their new home.",182,83,1711358200
32092-sold-032,llama3:latest,v0,mid,sold,465990.0,3,3,,2053.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 2053 square feet of interior space. Priced at $465,990, this property offers a great value for its size and location.",179,55,1238893000
32092-sold-033,llama3:latest,v0,mid,sold,484990.0,2,3,,2418.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 2-bedroom, 3-bathroom home in Saint Augustine, Florida features approximately 2418 square feet of interior space. Sold for $484,990, this property offers a great value in this desirable location.",179,53,1190626800
32092-sold-034,llama3:latest,v0,high,sold,491984.0,3,2,0.11,1753.0,Saint Augustine,Florida,32092,2022-04-25,"This charming 3-bedroom, 2-bathroom home in Saint Augustine, Florida features approximately 1,753 square feet of interior space and sits on a 0.11-acre lot. Priced at $491,984, this property offers a great opportunity for buyers seeking a well-appointed residence in a desirable location.",182,73,1514088400
32092-sold-035,llama3:latest,v0,high,sold,497999.0,4,3,0.13,2035.0,Saint Augustine,Florida,32092,2022-04-22,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2035 square feet of interior space. Situated on a 0.13-acre lot, this property offers a great blend of indoor and outdoor living. Priced at $497,999, it's an excellent opportunity for buyers seeking a comfortable retreat in this historic city.",182,83,1740000200
32092-sold-036,llama3:latest,v0,high,sold,513460.0,4,3,0.11,2340.0,Saint Augustine,Florida,32092,2021-10-29,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2,340 square feet of interior space. Situated on a 0.11-acre lot, this property offers a comfortable living space. Priced at $513,460, it was sold on October 29, 2021.",182,76,1623565900
32092-sold-037,llama3:latest,v0,high,sold,529900.0,4,4,,2682.0,Saint Augustine,Florida,32092,2022-03-08,"This charming home in Saint Augustine, Florida features 4 bedrooms and 4 bathrooms within 2682 square feet of interior space. Priced at $529,900, this property offers a comfortable living experience. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,69,1454660900
32092-sold-038,llama3:latest,v0,high,sold,539900.0,5,3,,2913.0,Saint Augustine,Florida,32092,2022-03-08,"This charming home in Saint Augustine, Florida features 5 bedrooms and 3 bathrooms within its 2913 square foot interior. Priced at $539,900, this property offers ample living space. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,67,1444905400
32092-sold-039,llama3:latest,v0,high,sold,549900.0,4,3,,2357.0,Saint Augustine,Florida,32092,2022-04-25,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2357 square feet of interior space. Priced at $549,900, this property offers ample living space. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,69,1453196800
32092-sold-040,llama3:latest,v0,high,sold,560900.0,4,3,,2358.0,Saint Augustine,Florida,32092,2022-02-18,"This charming home in Saint Augustine, Florida features 4 bedrooms and 3 bathrooms. With an interior size of approximately 2358 square feet, it offers ample space for relaxation and entertainment. Priced at $560,900, this property sold on February 18, 2022.",179,67,1501349700
32092-sold-041,llama3:latest,v0,high,sold,569000.0,3,2,,1896.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1896 square feet of interior space. Priced at $569,000, this property offers a great value for buyers looking for a comfortable retreat. Located in the heart of Saint Augustine, it's just minutes from all the city has to offer.",179,77,1607258200
32092-sold-042,llama3:latest,v0,high,sold,577990.0,4,3,,2987.0,Saint Augustine,Florida,32092,2021-10-29,"This charming home in Saint Augustine, Florida features 4 bedrooms and 3 bathrooms within its 2,987 square feet. Priced at $577,990, it's an excellent opportunity for buyers seeking a spacious retreat. Located in the heart of this historic city, this property offers easy access to local amenities.",179,72,1510583800
32092-sold-043,llama3:latest,v0,high,sold,584900.0,4,3,0.21,2647.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2647 sqft of interior space. Situated on a 0.21-acre lot, this property offers a comfortable living space. Sold for $584,900 on March 31, 2022.",182,69,1479059200
32092-sold-044,llama3:latest,v0,high,sold,608800.0,5,5,,3254.0,Saint Augustine,Florida,32092,2022-03-29,"This stunning home in Saint Augustine, Florida features 5 bedrooms and 5 bathrooms within its 3,254 square feet of interior space. Priced at $608,800, this property offers ample living areas. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,70,1539828700
32092-sold-045,llama3:latest,v0,high,sold,646396.0,4,4,0.17,3061.0,Saint Augustine,Florida,32092,2022-03-29,"This charming home in Saint Augustine, Florida features 4 bedrooms and 4 bathrooms within its 3,061 square feet of interior space. Situated on a 0.17-acre lot, this property offers a comfortable living area with plenty of natural light. Priced at $646,396, it's an excellent opportunity for buyers seeking a well-appointed residence in this desirable location.",182,86,1833356300
32092-sold-046,llama3:latest,v0,high,sold,665000.0,5,4,,3279.0,Saint Augustine,Florida,32092,2022-04-14,"This stunning home in Saint Augustine, Florida features 5 bedrooms, 4 bathrooms, and 3,279 square feet of interior space. Priced at $665,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, it's just minutes from all the city has to offer.",179,75,1590937900
32092-sold-047,llama3:latest,v0,high,sold,675000.0,4,3,,2844.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2844 square feet of interior space. Priced at $675,000, this property offers a comfortable living area with plenty of natural light. Located in the heart of Saint Augustine, it's just minutes from local attractions and amenities.",179,75,1576222000
32092-sold-048,llama3:latest,v0,high,sold,695000.0,4,4,0.36,2930.0,Saint Augustine,Florida,32092,2022-04-22,"This charming home in Saint Augustine, Florida features 4 bedrooms and 4 bathrooms within its 2930 square feet of interior space. Situated on a 0.36-acre lot, this property offers a comfortable living experience. Priced at $695,000, it was sold on April 22, 2022.",182,75,1561729800
32092-sold-049,llama3:latest,v0,high,sold,725000.0,6,4,,3749.0,Saint Augustine,Florida,32092,2022-04-22,"This stunning home in Saint Augustine, Florida features 6 bedrooms, 4 bathrooms, and 3,749 square feet of interior space. Priced at $725,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, it's an ideal place to call home.",179,72,1499081300
32092-sold-050,llama3:latest,v0,high,sold,885000.0,5,4,,3629.0,Saint Augustine,Florida,32092,2022-04-22,"This stunning home in Saint Augustine, Florida features 5 bedrooms, 4 bathrooms, and 3,629 square feet of interior space. Priced at $885,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, this residence is perfect for those seeking a tranquil retreat with easy access to local amenities.",179,80,1665890100
