listing_id,model,prompt_version,price_band,status,price,bed,bath,acre_lot,house_size,city,state,zip_code,prev_sold_date,summary_text,prompt_eval_count,eval_count,total_duration_ns
32092-sold-011,llama3:latest,v0,low,sold,375000.0,3,2,0.17,1739.0,Saint Augustine,Florida,32092,2021-11-29,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1739 square feet of interior space and sits on a 0.17 acre lot. Priced at $375,000, this property offers a great value for those looking to own a piece of the historic city.",182,71,3353497333
32092-sold-012,llama3:latest,v0,low,sold,386990.0,3,2,,1646.0,Saint Augustine,Florida,32092,2021-12-30,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1646 square feet of interior space. Priced at $386,990, this property offers a great value for buyers seeking a comfortable retreat in the historic city.",179,60,2769883875
32092-sold-013,llama3:latest,v0,low,sold,390990.0,3,2,0.13,1646.0,Saint Augustine,Florida,32092,2021-11-05,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1646 square feet of interior space. Situated on a 0.13 acre lot, this property offers a cozy retreat with plenty of natural light. Priced at $390,990, it's an excellent opportunity for buyers seeking a comfortable and affordable residence in this desirable location.",182,84,3659750250
32092-sold-014,llama3:latest,v0,low,sold,393000.0,3,3,,1790.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 1790 square feet of interior space. Priced at $393,000, this property offers a great value for buyers looking for a comfortable retreat. Located in the heart of Saint Augustine, it's just minutes from all the city has to offer.",179,77,3570114250
32092-sold-015,llama3:latest,v0,low,sold,395000.0,2,2,,1679.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 2 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1679 square feet of interior space. Priced at $395,000, this property offers a great value for buyers seeking a cozy retreat in the historic city.",179,60,2800058042
32092-sold-016,llama3:latest,v0,low,sold,396990.0,3,2,,1388.0,Saint Augustine,Florida,32092,2022-01-31,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 1,388 square feet of interior space. Priced at $396,990, it's an excellent value for this desirable location.",179,55,2627925208
32092-sold-017,llama3:latest,v0,low,sold,398000.0,4,2,,1776.0,Saint Augustine,Florida,32092,2022-03-24,"This charming home in Saint Augustine, Florida features 4 bedrooms and 2 bathrooms within its 1776 square feet of interior space. Priced at $398,000, this property offers a comfortable living area for its new owners.",179,56,2777239292
32092-sold-018,llama3:latest,v0,mid,sold,400000.0,3,2,0.13,1646.0,Saint Augustine,Florida,32092,2021-10-29,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1646 square feet of interior space. Situated on a 0.13 acre lot, this property offers a great balance of indoor and outdoor living. Priced at $400,000, it sold on October 29th, 2021.",182,78,3576504541
32092-sold-019,llama3:latest,v0,mid,sold,410976.0,3,2,0.11,1740.0,Saint Augustine,Florida,32092,2021-12-30,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1740 square feet of interior space and sits on a 0.11 acre lot. Priced at $410,976, this property offers a great value for those looking to call this historic city home.",182,69,3230426125
32092-sold-020,llama3:latest,v0,mid,sold,414990.0,4,3,,1779.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms and 3 bathrooms within its 1779 square feet of interior space. Priced at $414,990, this property offers a comfortable living experience. Located in zip code 32092, it's an ideal place to call home.",179,69,3254686625
32092-sold-021,llama3:latest,v0,mid,sold,419000.0,3,3,,1887.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 3 bedrooms, 3 bathrooms, and 1887 square feet of interior space. Priced at $419,000, it's an excellent opportunity for buyers seeking a well-appointed residence in this desirable location.",179,61,2914697208
32092-sold-022,llama3:latest,v0,mid,sold,420000.0,3,2,,2115.0,Saint Augustine,Florida,32092,2022-02-18,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 2115 square feet of interior space. Sold for $420,000 on February 18, 2022.",179,50,2453980208
32092-sold-023,llama3:latest,v0,mid,sold,422915.0,3,2,0.11,1674.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida features approximately 1,674 square feet of interior space. Situated on a 0.11 acre lot, this property offers a comfortable living space at an affordable price of $422,915.",182,63,3296718625
32092-sold-024,llama3:latest,v0,mid,sold,425000.0,3,2,,1850.0,Saint Augustine,Florida,32092,2022-04-25,"This charming 3-bedroom, 2-bathroom home in Saint Augustine, Florida features approximately 1850 square feet of interior space. Priced at $425,000, this property offers a great value for buyers looking to settle in this desirable location.",179,60,3707538917
32092-sold-025,llama3:latest,v0,mid,sold,429990.0,3,2,,1934.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 1934 square feet of interior space. Priced at $429,990, this property offers a great value for buyers looking for a comfortable retreat. Located in the heart of Saint Augustine, this property is just minutes from all the city has to offer.",179,79,4153028875
32092-sold-026,llama3:latest,v0,mid,sold,435000.0,4,2,,2005.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms and 2 bathrooms within its 2005 square foot interior. Priced at $435,000, it's an excellent opportunity for buyers seeking a comfortable retreat. Located in the heart of this historic city, this property offers easy access to local amenities and attractions.",179,74,3410148500
32092-sold-027,llama3:latest,v0,mid,sold,438990.0,3,3,0.15,2053.0,Saint Augustine,Florida,32092,2021-12-30,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 2053 square feet of interior space. Situated on a 0.15 acre lot, this property offers a great balance of indoor and outdoor living. Priced at $438,990, it's an excellent opportunity for buyers seeking a well-appointed residence in this desirable location.",182,83,3816168542
32092-sold-028,llama3:latest,v0,mid,sold,448990.0,3,4,,2418.0,Saint Augustine,Florida,32092,2021-11-29,"This charming 3-bedroom, 4-bathroom home in Saint Augustine, Florida features approximately 2,418 square feet of interior space. Priced at $448,990, this property offers a great value for buyers looking to settle in the area.",179,60,2930047125
32092-sold-029,llama3:latest,v0,mid,sold,455000.0,2,2,,2160.0,Saint Augustine,Florida,32092,2022-01-24,"This charming 2-bedroom, 2-bathroom home in Saint Augustine, Florida features approximately 2160 square feet of interior space. Priced at $455,000, this property offers a great opportunity for buyers looking for a cozy retreat in the historic city.",179,62,3090401667
32092-sold-030,llama3:latest,v0,mid,sold,455990.0,3,3,,2206.0,Saint Augustine,Florida,32092,2022-03-29,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 2206 square feet of interior space. Priced at $455,990, this property offers a great value for its size and location.",179,55,2647334250
32092-sold-031,llama3:latest,v0,mid,sold,459990.0,3,3,0.11,2206.0,Saint Augustine,Florida,32092,2022-03-29,"This charming 3 bedroom, 3 bathroom home in Saint Augustine, Florida features approximately 2206 square feet of interior space and sits on a 0.11 acre lot. Priced at $459,990, this property offers a great value for its size and location.",182,65,3046676500
32092-sold-032,llama3:latest,v0,mid,sold,465990.0,3,3,,2053.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 3 bedrooms, 3 bathrooms, and 2053 square feet of interior space. Priced at $465,990, this property offers a great value for its size and location.",179,56,2764247750
32092-sold-033,llama3:latest,v0,mid,sold,484990.0,2,3,,2418.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 2-bedroom, 3-bathroom home in Saint Augustine, Florida features approximately 2418 square feet of interior space. Priced at $484,990, this property offers a great value for buyers seeking a comfortable retreat in the historic city.",179,61,3250476375
32092-sold-034,llama3:latest,v0,high,sold,491984.0,3,2,0.11,1753.0,Saint Augustine,Florida,32092,2022-04-25,"This charming home in Saint Augustine, Florida features 3 bedrooms, 2 bathrooms, and 1753 square feet of interior space. Situated on a 0.11-acre lot, this property offers a great balance of comfort and convenience. Priced at $491,984, it's an excellent opportunity for buyers seeking a well-appointed residence in this desirable location.",182,83,3947021250
32092-sold-035,llama3:latest,v0,high,sold,497999.0,4,3,0.13,2035.0,Saint Augustine,Florida,32092,2022-04-22,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2035 square feet of interior space. Situated on a 0.13-acre lot, this property offers a great balance of space and natural surroundings. Priced at $497,999, it's an excellent opportunity for buyers seeking a comfortable retreat in this historic city.",182,83,3906891792
32092-sold-036,llama3:latest,v0,high,sold,513460.0,4,3,0.11,2340.0,Saint Augustine,Florida,32092,2021-10-29,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2,340 square feet of interior space. Situated on a 0.11-acre lot, this property offers a comfortable living space at an affordable price of $513,460.",182,64,3115717083
32092-sold-037,llama3:latest,v0,high,sold,529900.0,4,4,,2682.0,Saint Augustine,Florida,32092,2022-03-08,"This charming home in Saint Augustine, Florida features 4 bedrooms and 4 bathrooms within its 2682 square feet of interior space. Priced at $529,900, this property offers a comfortable living experience. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,70,3129507792
32092-sold-038,llama3:latest,v0,high,sold,539900.0,5,3,,2913.0,Saint Augustine,Florida,32092,2022-03-08,"This charming home in Saint Augustine, Florida features 5 bedrooms, 3 bathrooms, and 2913 square feet of interior space. Priced at $539,900, this property offers ample living space for its new owners. Located in the heart of Saint Augustine, it's just minutes from all the city has to offer.",179,75,3360764584
32092-sold-039,llama3:latest,v0,high,sold,549900.0,4,3,,2357.0,Saint Augustine,Florida,32092,2022-04-25,"This charming home in Saint Augustine, Florida features 4 bedrooms and 3 bathrooms within its 2357 square feet of interior space. Priced at $549,900, this property offers a comfortable living experience. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,70,3206157459
32092-sold-040,llama3:latest,v0,high,sold,560900.0,4,3,,2358.0,Saint Augustine,Florida,32092,2022-02-18,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2358 square feet of interior space. Priced at $560,900, this property offers ample living area. Located in zip code 32092, it's situated in the heart of Saint Augustine.",179,69,3297994875
32092-sold-041,llama3:latest,v0,high,sold,569000.0,3,2,,1896.0,Saint Augustine,Florida,32092,2022-03-31,"This charming 3 bedroom, 2 bathroom home in Saint Augustine, Florida sold for $569,000. With an interior size of approximately 1,896 square feet, this property offers ample space to relax and entertain. Located in the heart of Saint Augustine, it's just minutes from all the city has to offer.",179,73,3637817750
32092-sold-042,llama3:latest,v0,high,sold,577990.0,4,3,,2987.0,Saint Augustine,Florida,32092,2021-10-29,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and approximately 2,987 square feet of interior space. Priced at $577,990, this property offers ample living space for its new owners. Located in the heart of Saint Augustine, it's just a short drive from all the city has to offer.",179,79,3700429250
32092-sold-043,llama3:latest,v0,high,sold,584900.0,4,3,0.21,2647.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2647 square feet of interior space. Situated on 0.21 acres, this property offers a great balance of indoor and outdoor living. Priced at $584,900, it's an excellent opportunity for buyers seeking a comfortable retreat in this historic city.",182,81,3599885958
32092-sold-044,llama3:latest,v0,high,sold,608800.0,5,5,,3254.0,Saint Augustine,Florida,32092,2022-03-29,"This stunning home in Saint Augustine, Florida features 5 bedrooms and 5 bathrooms within its 3,254 square feet of interior space. Priced at $608,800, this property offers ample living space and luxurious amenities. Located in the heart of Saint Augustine, this residence provides easy access to all that the city has to offer.",179,77,3466567584
32092-sold-045,llama3:latest,v0,high,sold,646396.0,4,4,0.17,3061.0,Saint Augustine,Florida,32092,2022-03-29,"This stunning home in Saint Augustine, Florida features 4 bedrooms and 4 bathrooms within its 3,061 square feet of interior space. Situated on a 0.17-acre lot, this property offers a perfect blend of comfort and convenience. Priced at $646,396, it's an excellent opportunity for buyers seeking a luxurious retreat in this charming city.",182,83,3758201916
32092-sold-046,llama3:latest,v0,high,sold,665000.0,5,4,,3279.0,Saint Augustine,Florida,32092,2022-04-14,"This stunning home in Saint Augustine, Florida features 5 bedrooms, 4 bathrooms, and 3,279 square feet of interior space. Priced at $665,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, it's an ideal place to call home.",179,72,3182101500
32092-sold-047,llama3:latest,v0,high,sold,675000.0,4,3,,2844.0,Saint Augustine,Florida,32092,2022-03-31,"This charming home in Saint Augustine, Florida features 4 bedrooms, 3 bathrooms, and 2844 square feet of interior space. Priced at $675,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, it's an ideal place to call home.",179,71,3117997208
32092-sold-048,llama3:latest,v0,high,sold,695000.0,4,4,0.36,2930.0,Saint Augustine,Florida,32092,2022-04-22,"This charming home in Saint Augustine, Florida features 4 bedrooms and 4 bathrooms within its 2930 square foot interior. Situated on a 0.36 acre lot, this property offers plenty of outdoor space to enjoy. Priced at $695,000, it's an excellent opportunity for buyers seeking a comfortable retreat in this historic city.",182,79,3436226125
32092-sold-049,llama3:latest,v0,high,sold,725000.0,6,4,,3749.0,Saint Augustine,Florida,32092,2022-04-22,"This stunning home in Saint Augustine, Florida features 6 bedrooms and 4 bathrooms within its 3,749 square feet of interior space. Priced at $725,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, it's an ideal place to call home.",179,72,3195209750
32092-sold-050,llama3:latest,v0,high,sold,885000.0,5,4,,3629.0,Saint Augustine,Florida,32092,2022-04-22,"This stunning home in Saint Augustine, Florida features 5 bedrooms, 4 bathrooms, and 3,629 square feet of interior space. Priced at $885,000, this property offers ample living space and comfortable accommodations. Located in the heart of Saint Augustine, this residence is perfect for those seeking a tranquil retreat with easy access to local amenities.",179,80,3497964292
